Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
I18n::Gettext::Helpers,npgettext,"msgctxt, msgid, msgid_plural, n","msgctxt => String
msgid => (Array<String> or String)
msgid_plural => (Integer or String)
n => Integer
",String,"      def npgettext(msgctxt, msgid, msgid_plural, n = 1)
        separator = I18n::Gettext::CONTEXT_SEPARATOR

        if msgid.is_a?(Array)
          msgid_plural, msgid, n = msgid[1], [msgctxt, msgid[0]].join(separator), msgid_plural
        else
          msgid = [msgctxt, msgid].join(separator)
        end

        nsgettext(msgid, msgid_plural, n, separator)
      end
","# Method signatures:
#   npgettext('Fruits', 'apple', 'apples', 2)
#   npgettext('Fruits', ['apple', 'apples'], 2)
"
[s]I18n,interpolate,"string, values","string => String
values => (Hash<Symbol, (Float or Integer)> or Hash<Symbol, (Float or String)> or Hash<Symbol, Float> or Hash<Symbol, Integer> or Hash<Symbol, Proc> or Hash<Symbol, String> or Hash<Symbol, nil>)
",String,"    def interpolate(string, values)
      raise ReservedInterpolationKey.new($1.to_sym, string) if string =~ RESERVED_KEYS_PATTERN
      raise ArgumentError.new('Interpolation values must be a Hash.') unless values.kind_of?(Hash)
      interpolate_hash(string, values)
    end
","# Return String or raises MissingInterpolationArgument exception.
# Missing argument's logic is handled by I18n.config.missing_interpolation_argument_handler.
"
[s]I18n,interpolate_hash,"string, values","string => String
values => (Hash<Symbol, (Float or Integer)> or Hash<Symbol, (Float or String)> or Hash<Symbol, Float> or Hash<Symbol, Integer> or Hash<Symbol, Proc> or Hash<Symbol, String> or Hash<Symbol, nil>)
",String,"    def interpolate_hash(string, values)
      string.gsub(Regexp.union(config.interpolation_patterns)) do |match|
        if match == '%%'
          '%'
        else
          key = ($1 || $2 || match.tr(""%{}"", """")).to_sym
          value = if values.key?(key)
                    values[key]
                  else
                    config.missing_interpolation_argument_handler.call(key, values, string)
                  end
          value = value.call(values) if value.respond_to?(:call)
          $3 ? sprintf(""%#{$3}"", value) : value
        end
      end
    end
",""
[s]I18n::Locale::Tag,implementation,"","",Class,"        def implementation
          @@implementation ||= Simple
        end
","# Returns the current locale tag implementation. Defaults to +I18n::Locale::Tag::Simple+.
"
[s]I18n::Locale::Tag,tag,tag,"tag => Symbol
",I18n::Locale::Tag::Simple,"        def tag(tag)
          implementation.tag(tag)
        end
","# Factory method for locale tags. Delegates to the current locale tag implementation.
"
I18n::Locale::Fallbacks,initialize,mappings,"mappings => (Array<%bot> or Array<RDL::Type::NominalType>)
",(Array<%bot> or Array<Symbol>),"      def initialize(*mappings)
        @map = {}
        map(mappings.pop) if mappings.last.is_a?(Hash)
        self.defaults = mappings.empty? ? [] : mappings
      end
",""
I18n::Locale::Fallbacks,defaults=,defaults,"defaults => (Array<%bot> or Array<Symbol>)
",(Array<%bot> or Array<Symbol>),"      def defaults=(defaults)
        @defaults = defaults.map { |default| compute(default, false) }.flatten
      end
",""
I18n::Locale::Fallbacks,[],locale,"locale => (String or Symbol)
",Array<Symbol>,"      def [](locale)
        raise InvalidLocale.new(locale) if locale.nil?
        raise Disabled.new('fallback#[]') if locale == false
        locale = locale.to_sym
        super || store(locale, compute(locale))
      end
",""
I18n::Locale::Fallbacks,map,mappings,"mappings => (Hash<Symbol, Array<Symbol>> or Hash<Symbol, Symbol>)
","(Hash<Symbol, Array<Symbol>> or Hash<Symbol, Symbol>)","      def map(mappings)
        mappings.each do |from, to|
          from, to = from.to_sym, Array(to)
          to.each do |_to|
            @map[from] ||= []
            @map[from] << _to.to_sym
          end
        end
      end
",""
I18n::Locale::Fallbacks,compute,"tags, include_defaults, exclude","tags => (Array<Symbol> or Symbol)
include_defaults => (false or true)
exclude => (Array<%bot> or Array<Symbol>)
",(Array<%bot> or Array<Symbol>),"      def compute(tags, include_defaults = true, exclude = [])
        result = Array(tags).collect do |tag|
          tags = I18n::Locale::Tag.tag(tag).self_and_parents.map! { |t| t.to_sym } - exclude
          tags.each { |_tag| tags += compute(@map[_tag], false, exclude + tags) if @map[_tag] }
          tags
        end.flatten
        result.push(*defaults) if include_defaults
        result.uniq.compact
      end
",""
I18n::Tests::Defaults,setup,"","","(Hash<Symbol, (Array<String> or Hash<Symbol, String>)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or Hash<Symbol, String>)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or String)> or Hash<Symbol, (Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, Symbol>> or Hash<Symbol, String>)> or Hash<Symbol, (Hash<Symbol, String> or Proc)> or Hash<Symbol, (Hash<Symbol, String> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, (Hash<Symbol, String> or Symbol)> or Hash<Symbol, Hash<Symbol, String>>)","      def setup
        super
        I18n.backend.store_translations(:en, :foo => { :bar => 'bar', :baz => 'baz' })
      end
",""
I18n::Tests::Basics,teardown,"","",nil,"      def teardown
        I18n.available_locales = nil
      end
",""
I18n::Tests::Lookup,setup,"","","(Hash<Symbol, (Array<String> or Hash<String, String> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String or Symbol or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, Symbol>> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, String> or Proc or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, String> or String or Symbol or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, String> or String or false or true)>)","      def setup
        super
        I18n.backend.store_translations(:en, :foo => { :bar => 'bar', :baz => 'baz' }, :falsy => false, :truthy => true,
          :string => ""a"", :array => %w(a b c), :hash => { ""a"" => ""b"" })
      end
",""
I18n::Tests::Interpolation,euc_jp,string,"string => String
",String,"      def euc_jp(string)
        string.encode!(Encoding::EUC_JP)
      end
",""
I18n::Tests::Interpolation,interpolate,args,"args => (Array<(RDL::Type::GenericType or RDL::Type::NominalType)> or Array<RDL::Type::GenericType>)
","(Array<String> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<Symbol, String>> or String)","      def interpolate(*args)
        options = args.last.is_a?(Hash) ? args.pop : {}
        key = args.pop
        I18n.backend.translate('en', key, options)
      end
",""
