Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
CarrierWave::Uploader::Versions,url,args,"args => (Array<%bot> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
",String,"      def url(*args)
        if (version = args.first) && version.respond_to?(:to_sym)
          raise ArgumentError, ""Version #{version} doesn't exist!"" if versions[version.to_sym].nil?
          # recursively proxy to version
          versions[version.to_sym].url(*args[1..-1])
        elsif args.first
          super(args.first)
        else
          super
        end
      end
","##
# When given a version name as a parameter, will return the url for that version
# This also works with nested versions.
# When given a query hash as a parameter, will return the url with signature that contains query params
# Query hash only works with AWS (S3 storage).
#
# === Example
#
#     my_uploader.url                 # => /path/to/my/uploader.gif
#     my_uploader.url(:thumb)         # => /path/to/my/thumb_uploader.gif
#     my_uploader.url(:thumb, :small) # => /path/to/my/thumb_small_uploader.gif
#     my_uploader.url(:query => {""response-content-disposition"" => ""attachment""})
#     my_uploader.url(:version, :sub_version, :query => {""response-content-disposition"" => ""attachment""})
#
# === Parameters
#
# [*args (Symbol)] any number of versions
# OR/AND
# [Hash] query params
#
# === Returns
#
# [String] the location where this file is accessible via a url
#
"
CarrierWave::Uploader::Versions,recreate_versions!,names,"names => Array<%bot>
",Array<Symbol>,"      def recreate_versions!(*names)
        # Some files could possibly not be stored on the local disk. This
        # doesn't play nicely with processing. Make sure that we're only
        # processing a cached file
        #
        # The call to store! will trigger the necessary callbacks to both
        # process this version and all sub-versions

        if names.any?
          set_versions_to_cache_and_store(names)
          store!(file)
          reset_versions_to_cache_and_store
        else
          cache! if !cached?
          store!
        end
      end
","##
# Recreate versions and reprocess them. This can be used to recreate
# versions if their parameters somehow have changed.
#
"
CarrierWave::Uploader::Versions,versions_to_cache,"","",(Array<%bot> or Array<Array<(MyCoolUploader::Uploader70218669804760 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218683580920 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218726737160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218727434820 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218728891120 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640::Uploader70218730041360 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735522000 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735914860 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218736718400 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218744192220 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756202160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756801660 or Symbol)>> or Array<Array<(Symbol or Uploader70218669988800::Uploader70218703150800)>> or Array<Array<(Symbol or Uploader70218683697480::Uploader70218704816580)>>),"      def versions_to_cache
        @versions_to_cache || dependent_versions
      end
",""
CarrierWave::Uploader::Versions,versions_to_store,"","","Hash<%bot, %bot>","      def versions_to_store
        @versions_to_store || active_versions
      end
",""
CarrierWave::Uploader::Versions,dependent_versions,"","",(Array<%bot> or Array<Array<(MyCoolUploader::Uploader70218669804760 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218683580920 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218726737160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218727434820 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218728891120 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640::Uploader70218730041360 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735522000 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735914860 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218736718400 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218744192220 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756202160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756801660 or Symbol)>> or Array<Array<(Symbol or Uploader70218669988800::Uploader70218703150800)>> or Array<Array<(Symbol or Uploader70218683697480::Uploader70218704816580)>>),"      def dependent_versions
        active_versions.reject do |name, v|
          v.class.version_options[:from_version]
        end.to_a + sibling_versions.select do |name, v|
          v.class.version_options[:from_version] == self.class.version_names.last
        end.to_a
      end
",""
CarrierWave::Uploader::Versions,sibling_versions,"","","(Array<%bot> or Hash<Symbol, MyCoolUploader::Uploader70218669804760> or Hash<Symbol, MyCoolUploader::Uploader70218683580920> or Hash<Symbol, MyCoolUploader::Uploader70218726737160> or Hash<Symbol, MyCoolUploader::Uploader70218727434820> or Hash<Symbol, MyCoolUploader::Uploader70218728891120> or Hash<Symbol, MyCoolUploader::Uploader70218730026640::Uploader70218730041360> or Hash<Symbol, MyCoolUploader::Uploader70218730026640> or Hash<Symbol, MyCoolUploader::Uploader70218735522000> or Hash<Symbol, MyCoolUploader::Uploader70218735914860> or Hash<Symbol, MyCoolUploader::Uploader70218736718400> or Hash<Symbol, MyCoolUploader::Uploader70218744192220> or Hash<Symbol, MyCoolUploader::Uploader70218756202160> or Hash<Symbol, MyCoolUploader::Uploader70218756801660> or Hash<Symbol, Uploader70218669988800::Uploader70218703150800> or Hash<Symbol, Uploader70218683697480::Uploader70218704816580>)","      def sibling_versions
        parent_version.try(:versions) || []
      end
",""
CarrierWave::Uploader::Versions,full_filename,for_file,"for_file => String
",String,"      def full_filename(for_file)
        [version_name, super(for_file)].compact.join('_')
      end
",""
CarrierWave::Uploader::Versions,full_original_filename,"","",String,"      def full_original_filename
        [version_name, super].compact.join('_')
      end
",""
CarrierWave::Uploader::Versions,cache_versions!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",(Array<%bot> or Array<Array<(MyCoolUploader::Uploader70218669804760 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218683580920 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218726737160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218727434820 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218728891120 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218730026640::Uploader70218730041360 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735522000 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218735914860 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218736718400 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218744192220 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756202160 or Symbol)>> or Array<Array<(MyCoolUploader::Uploader70218756801660 or Symbol)>> or Array<Array<(Symbol or Uploader70218669988800::Uploader70218703150800)>> or Array<Array<(Symbol or Uploader70218683697480::Uploader70218704816580)>>),"      def cache_versions!(new_file)
        versions_to_cache.each do |name, v|
          v.send(:cache_id=, @cache_id)
          v.cache!(new_file)
        end
      end
",""
CarrierWave::Uploader::Versions,store_versions!,new_file,"new_file => (CarrierWave::SanitizedFile or CarrierWave::Storage::Fog::File or File)
","Hash<%bot, %bot>","      def store_versions!(new_file)
        versions_to_store.each { |name, v| v.store!(new_file) }
      end
",""
CarrierWave::Uploader::Versions,remove_versions!,"","","Hash<%bot, %bot>","      def remove_versions!
        versions.each { |name, v| v.remove! }
      end
",""
CarrierWave::Uploader::Versions,retrieve_versions_from_store!,identifier,"identifier => String
","Hash<%bot, %bot>","      def retrieve_versions_from_store!(identifier)
        active_versions.each { |name, v| v.retrieve_from_store!(identifier) }
      end
",""
CarrierWave::Uploader::Callbacks,with_callbacks,"kind, args","kind => Symbol
args => (Array<%bot> or Array<RDL::Type::NominalType> or Array<RDL::Type::SingletonType>)
",(Array<%bot> or Array<Symbol>),"      def with_callbacks(kind, *args)
        self.class._before_callbacks[kind].each { |c| send c, *args }
        yield
        self.class._after_callbacks[kind].each { |c| send c, *args }
      end
",""
CarrierWave::Uploader::Callbacks::ClassMethods,before,"kind, callback","kind => Symbol
callback => Symbol
","Hash<Symbol, Array<Symbol>>","        def before(kind, callback)
          self._before_callbacks = self._before_callbacks.
            merge kind => _before_callbacks[kind] + [callback]
        end
",""
CarrierWave::Uploader::DefaultUrl,url,args,"args => (Array<%bot> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
",String,"      def url(*args)
        super || default_url(*args)
      end
",""
CarrierWave::Uploader::DefaultUrl,default_url,args,"args => (Array<%bot> or Array<RDL::Type::GenericType>)
",nil,"      def default_url(*args); end
","##
# Override this method in your uploader to provide a default url
# in case no file has been cached/stored yet.
#
"
CarrierWave::Uploader::ContentTypeWhitelist,content_type_whitelist,"","",nil,"      def content_type_whitelist; end
","##
# Override this method in your uploader to provide a whitelist of files content types
# which are allowed to be uploaded.
# Not only strings but Regexp are allowed as well.
#
# === Returns
#
# [NilClass, String, Regexp, Array[String, Regexp]] a whitelist of content types which are allowed to be uploaded
#
# === Examples
#
#     def content_type_whitelist
#       %w(text/json application/json)
#     end
#
# Basically the same, but using a Regexp:
#
#     def content_type_whitelist
#       [/(text|application)\/json/]
#     end
#
"
CarrierWave::Uploader::ContentTypeWhitelist,check_content_type_whitelist!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",nil,"      def check_content_type_whitelist!(new_file)
        content_type = new_file.content_type
        if content_type_whitelist && !whitelisted_content_type?(content_type)
          raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.content_type_whitelist_error"", content_type: content_type, allowed_types: Array(content_type_whitelist).join("", ""))
        end
      end
",""
CarrierWave::Uploader::ContentTypeWhitelist,whitelisted_content_type?,content_type,"content_type => String
",(false or true),"      def whitelisted_content_type?(content_type)
        Array(content_type_whitelist).any? { |item| content_type =~ /#{item}/ }
      end
",""
CarrierWave::Uploader::ExtensionBlacklist,extension_blacklist,"","",nil,"      def extension_blacklist; end
","##
# Override this method in your uploader to provide a black list of extensions which
# are prohibited to be uploaded. Compares the file's extension case insensitive.
# Furthermore, not only strings but Regexp are allowed as well.
#
# When using a Regexp in the black list, `\A` and `\z` are automatically added to
# the Regexp expression, also case insensitive.
#
# === Returns
# [NilClass, String, Regexp, Array[String, Regexp]] a black list of extensions which are prohibited to be uploaded
#
# === Examples
#
#     def extension_blacklist
#       %w(swf tiff)
#     end
#
# Basically the same, but using a Regexp:
#
#     def extension_blacklist
#       [/swf/, 'tiff']
#     end
#
"
CarrierWave::Uploader::ExtensionBlacklist,check_extension_blacklist!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",nil,"      def check_extension_blacklist!(new_file)
        extension = new_file.extension.to_s
        if extension_blacklist && blacklisted_extension?(extension)
          raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.extension_blacklist_error"", extension: new_file.extension.inspect, prohibited_types: Array(extension_blacklist).join("", ""))
        end
      end
",""
CarrierWave::Uploader::ExtensionBlacklist,blacklisted_extension?,extension,"extension => String
",(false or true),"      def blacklisted_extension?(extension)
        Array(extension_blacklist).any? { |item| extension =~ /\A#{item}\z/i }
      end
",""
CarrierWave::Uploader::Url,url,options,"options => Hash<%bot, %bot>
",String,"      def url(options = {})
        if file.respond_to?(:url) && !(tmp_url = file.url).blank?
          file.method(:url).arity.zero? ? tmp_url : file.url(options)
        elsif file.respond_to?(:path)
          path = encode_path(file.path.sub(File.expand_path(root), ''))

          if host = asset_host
            if host.respond_to? :call
              ""#{host.call(file)}#{path}""
            else
              ""#{host}#{path}""
            end
          else
            (base_path || """") + path
          end
        end
      end
","##
# === Parameters
#
# [Hash] optional, the query params (only AWS)
#
# === Returns
#
# [String] the location where this file is accessible via a url
#
"
CarrierWave::Uploader::Url,to_s,"","",String,"      def to_s
        url || ''
      end
",""
CarrierWave::Uploader::Cache::ClassMethods,clean_cached_files!,seconds,"seconds => (ActiveSupport::Duration or Integer)
",(Array<%bot> or Array<Fog::AWS::Storage::File> or Array<Fog::Storage::GoogleXML::File> or Array<String>),"        def clean_cached_files!(seconds=60*60*24)
          (cache_storage || storage).new(CarrierWave::Uploader::Base.new).clean_cache!(seconds)
        end
","##
# Removes cached files which are older than one day. You could call this method
# from a rake task to clean out old cached files.
#
# You can call this method directly on the module like this:
#
#   CarrierWave.clean_cached_files!
#
# === Note
#
# This only works as long as you haven't done anything funky with your cache_dir.
# It's recommended that you keep cache files in one place only.
#
"
CarrierWave::Uploader::Cache,cached?,"","",String,"      def cached?
        @cache_id
      end
","##
# Returns true if the uploader has been cached
#
# === Returns
#
# [Bool] whether the current file is cached
#
"
CarrierWave::Uploader::Cache,cache_stored_file!,"","",Array<Symbol>,"      def cache_stored_file!
        cache!
      end
","##
# Caches the remotely stored file
#
# This is useful when about to process images. Most processing solutions
# require the file to be stored on the local filesystem.
#
"
CarrierWave::Uploader::Cache,cache_name,"","",String,"      def cache_name
        File.join(cache_id, full_original_filename) if cache_id && original_filename
      end
","##
# Returns a String which uniquely identifies the currently cached file for later retrieval
#
# === Returns
#
# [String] a cache name, in the format TIMEINT-PID-COUNTER-RND/filename.txt
#
"
CarrierWave::Uploader::Cache,retrieve_from_cache!,cache_name,"cache_name => String
",Array<Symbol>,"      def retrieve_from_cache!(cache_name)
        with_callbacks(:retrieve_from_cache, cache_name) do
          self.cache_id, self.original_filename = cache_name.to_s.split('/', 2)
          @staged = true
          @filename = original_filename
          @file = cache_storage.retrieve_from_cache!(full_filename(original_filename))
        end
      end
","##
# Retrieves the file with the given cache_name from the cache.
#
# === Parameters
#
# [cache_name (String)] uniquely identifies a cache file
#
# === Raises
#
# [CarrierWave::InvalidParameter] if the cache_name is incorrectly formatted.
#
"
CarrierWave::Uploader::Cache,cache_id=,cache_id,"cache_id => String
",String,"      def cache_id=(cache_id)
        # Earlier version used 3 part cache_id. Thus we should allow for
        # the cache_id to have both 3 part and 4 part formats.
        raise CarrierWave::InvalidParameter, ""invalid cache id"" unless cache_id =~ /\A(-)?[\d]+\-[\d]+(\-[\d]{4})?\-[\d]{4}\z/
        @cache_id = cache_id
      end
",""
CarrierWave::Uploader::Cache,original_filename=,filename,"filename => String
",String,"      def original_filename=(filename)
        raise CarrierWave::InvalidParameter, ""invalid filename"" if filename =~ CarrierWave::SanitizedFile.sanitize_regexp
        @original_filename = filename
      end
",""
CarrierWave::Uploader::Cache,cache_storage,"","",(CarrierWave::Storage::File or CarrierWave::Storage::Fog or RSpec::Mocks::Double),"      def cache_storage
        @cache_storage ||= (self.class.cache_storage || self.class.storage).new(self)
      end
",""
CarrierWave::Uploader::Proxy,blank?,"","",(false or true),"      def blank?
        file.blank?
      end
","##
# === Returns
#
# [Boolean] Whether the uploaded file is blank
#
"
CarrierWave::Uploader::Proxy,current_path,"","",String,"      def current_path
        file.try(:path)
      end
","##
# === Returns
#
# [String] the path where the file is currently located.
#
"
CarrierWave::Uploader::Proxy,identifier,"","",String,"      def identifier
        @identifier || storage.try(:identifier)
      end
","##
# Returns a string that uniquely identifies the retrieved or last stored file
#
# === Returns
#
# [String] uniquely identifies a file
#
"
CarrierWave::Uploader::Proxy,read,"","",String,"      def read
        file.try(:read)
      end
","##
# Read the contents of the file
#
# === Returns
#
# [String] contents of the file
#
"
CarrierWave::Uploader::Proxy,size,"","",Integer,"      def size
        file.try(:size) || 0
      end
","##
# Fetches the size of the currently stored/cached file
#
# === Returns
#
# [Integer] size of the file
#
"
CarrierWave::Uploader::Proxy,length,"","",Integer,"      def length
        size
      end
","##
# Return the size of the file when asked for its length
#
# === Returns
#
# [Integer] size of the file
#
# === Note
#
# This was added because of the way Rails handles length/size validations in 3.0.6 and above.
#
"
CarrierWave::Uploader::Proxy,content_type,"","",String,"      def content_type
        file.try(:content_type)
      end
","##
# Read the content type of the file
#
# === Returns
#
# [String] content type of the file
#
"
CarrierWave::Uploader::Remove,remove!,"","",Array<Symbol>,"      def remove!
        with_callbacks(:remove) do
          @file.delete if @file
          @file = nil
          @cache_id = nil
        end
      end
","##
# Removes the file and reset it
#
"
CarrierWave::Uploader::Download,download!,"uri, remote_headers","uri => String
remote_headers => Hash<%bot, %bot>
",Array<Symbol>,"      def download!(uri, remote_headers = {})
        file = downloader.new(self).download(uri, remote_headers)
        cache!(file)
      end
","##
# Caches the file by downloading it from the given URL, using downloader.
#
# === Parameters
#
# [url (String)] The URL where the remote file is stored
# [remote_headers (Hash)] Request headers
#
"
CarrierWave::Uploader::FileSize,size_range,"","",nil,"      def size_range; end
","##
# Override this method in your uploader to provide a Range of Size which
# are allowed to be uploaded.
# === Returns
#
# [NilClass, Range] a size range which are permitted to be uploaded
#
# === Examples
#
#     def size_range
#       3256...5748
#     end
#
"
CarrierWave::Uploader::FileSize,check_size!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",nil,"      def check_size!(new_file)
        size = new_file.size
        expected_size_range = size_range
        if expected_size_range.is_a?(::Range)
          if size < expected_size_range.min
            raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.min_size_error"", :min_size => ActiveSupport::NumberHelper.number_to_human_size(expected_size_range.min))
          elsif size > expected_size_range.max
            raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.max_size_error"", :max_size => ActiveSupport::NumberHelper.number_to_human_size(expected_size_range.max))
          end
        end
      end
",""
CarrierWave::Uploader::Configuration::ClassMethods,storage,storage,"storage => (RSpec::Mocks::Double or Symbol)
",(Class or RSpec::Mocks::Double),"        def storage(storage = nil)
          case storage
          when Symbol
            if storage_engine = storage_engines[storage]
              self._storage = eval storage_engine
            else
              raise CarrierWave::UnknownStorageError, ""Unknown storage: #{storage}""
            end
          when nil
            storage
          else
            self._storage = storage
          end
          _storage
        end
","##
# Sets the storage engine to be used when storing files with this uploader.
# Can be any class that implements a #store!(CarrierWave::SanitizedFile) and a #retrieve!
# method. See lib/carrierwave/storage/file.rb for an example. Storage engines should
# be added to CarrierWave::Uploader::Base.storage_engines so they can be referred
# to by a symbol, which should be more convenient
#
# If no argument is given, it will simply return the currently used storage engine.
#
# === Parameters
#
# [storage (Symbol, Class)] The storage engine to use for this uploader
#
# === Returns
#
# [Class] the storage engine to be used with this uploader
#
# === Examples
#
#     storage :file
#     storage CarrierWave::Storage::File
#     storage MyCustomStorageEngine
#
"
CarrierWave::Uploader::Configuration::ClassMethods,cache_storage,storage,"storage => (Symbol or false)
",Class,"        def cache_storage(storage = false)
          unless storage == false
            self._cache_storage = storage.is_a?(Symbol) ? eval(storage_engines[storage]) : storage
          end
          _cache_storage
        end
","##
# Sets the cache storage engine to be used when storing cache files with this uploader.
# Same as .storage except for required methods being #cache!(CarrierWave::SanitizedFile),
# #retrieve_from_cache! and #delete_dir!.
#
# === Parameters
#
# [storage (Symbol, Class)] The cache storage engine to use for this uploader
#
# === Returns
#
# [Class] the cache storage engine to be used with this uploader
#
# === Examples
#
#     cache_storage :file
#     cache_storage CarrierWave::Storage::File
#     cache_storage MyCustomStorageEngine
#
"
CarrierWave::Uploader::Configuration::ClassMethods,add_config,name,"name => Symbol
",Symbol,"        def add_config(name)
          class_eval <<-RUBY, __FILE__, __LINE__ + 1
            @#{name} = nil

            def self.#{name}(value=nil)
              @#{name} = value if value
              return @#{name} if self.object_id == #{self.object_id} || defined?(@#{name})
              name = superclass.#{name}
              return nil if name.nil? && !instance_variable_defined?(:@#{name})
              @#{name} = name && !name.is_a?(Module) && !name.is_a?(Symbol) && !name.is_a?(Numeric) && !name.is_a?(TrueClass) && !name.is_a?(FalseClass) ? name.dup : name
            end

            def self.#{name}=(value)
              @#{name} = value
            end

            def #{name}=(value)
              @#{name} = value
            end

            def #{name}
              value = @#{name} if instance_variable_defined?(:@#{name})
              value = self.class.#{name} unless instance_variable_defined?(:@#{name})
              if value.instance_of?(Proc)
                value.arity >= 1 ? value.call(self) : value.call
              else
                value
              end
            end
          RUBY
        end
",""
CarrierWave::Uploader::Configuration::ClassMethods,configure,"","",(Proc or String or Symbol or false or true),"        def configure
          yield self
        end
",""
CarrierWave::Uploader::Configuration::ClassMethods,reset_config,"","",true,"        def reset_config
          configure do |config|
            config.permissions = 0644
            config.directory_permissions = 0755
            config.storage_engines = {
              :file => ""CarrierWave::Storage::File"",
              :fog  => ""CarrierWave::Storage::Fog""
            }
            config.storage = :file
            config.cache_storage = nil
            config.fog_attributes = {}
            config.fog_credentials = {}
            config.fog_public = true
            config.fog_authenticated_url_expiration = 600
            config.fog_use_ssl_for_aws = true
            config.fog_aws_accelerate = false
            config.store_dir = 'uploads'
            config.cache_dir = 'uploads/tmp'
            config.delete_tmp_file_after_storage = true
            config.move_to_cache = false
            config.move_to_store = false
            config.remove_previously_stored_files_after_update = true
            config.downloader = CarrierWave::Downloader::Base
            config.ignore_integrity_errors = true
            config.ignore_processing_errors = true
            config.ignore_download_errors = true
            config.validate_integrity = true
            config.validate_processing = true
            config.validate_download = true
            config.root = lambda { CarrierWave.root }
            config.base_path = CarrierWave.base_path
            config.enable_processing = true
            config.ensure_multipart_form = true
          end
        end
","##
# sets configuration back to default
#
"
CarrierWave::Uploader::Store,filename,"","",String,"      def filename
        @filename
      end
","##
# Override this in your Uploader to change the filename.
#
# Be careful using record ids as filenames. If the filename is stored in the database
# the record id will be nil when the filename is set. Don't use record ids unless you
# understand this limitation.
#
# Do not use the version_name in the filename, as it will prevent versions from being
# loaded correctly.
#
# === Returns
#
# [String] a filename
#
"
CarrierWave::Uploader::Store,store!,new_file,"new_file => (CarrierWave::SanitizedFile or CarrierWave::Storage::Fog::File or File)
",Array<Symbol>,"      def store!(new_file=nil)
        cache!(new_file) if new_file && ((@cache_id != parent_cache_id) || @cache_id.nil?)
        if !cache_only && @file && @cache_id
          with_callbacks(:store, new_file) do
            new_file = storage.store!(@file)
            if delete_tmp_file_after_storage
              @file.delete unless move_to_store
              cache_storage.delete_dir!(cache_path(nil))
            end
            @file = new_file
            @cache_id = @identifier = nil
            @staged = false
          end
        end
      end
","##
# Stores the file by passing it to this Uploader's storage engine.
#
# If new_file is omitted, a previously cached file will be stored.
#
# === Parameters
#
# [new_file (File, IOString, Tempfile)] any kind of file object
#
"
CarrierWave::Uploader::Store,retrieve_from_store!,identifier,"identifier => String
",Array<Symbol>,"      def retrieve_from_store!(identifier)
        with_callbacks(:retrieve_from_store, identifier) do
          @file = storage.retrieve!(identifier)
          @identifier = identifier
        end
      end
","##
# Retrieves the file from the storage.
#
# === Parameters
#
# [identifier (String)] uniquely identifies the file to retrieve
#
"
CarrierWave::Uploader::Store,full_filename,for_file,"for_file => String
",String,"      def full_filename(for_file)
        for_file
      end
",""
CarrierWave::Uploader::Store,storage,"","",(CarrierWave::Storage::File or CarrierWave::Storage::Fog or RSpec::Mocks::Double),"      def storage
        @storage ||= self.class.storage.new(self)
      end
",""
CarrierWave::Uploader::ContentTypeBlacklist,content_type_blacklist,"","",nil,"      def content_type_blacklist; end
","##
# Override this method in your uploader to provide a blacklist of files content types
# which are not allowed to be uploaded.
# Not only strings but Regexp are allowed as well.
#
# === Returns
#
# [NilClass, String, Regexp, Array[String, Regexp]] a blacklist of content types which are not allowed to be uploaded
#
# === Examples
#
#     def content_type_blacklist
#       %w(text/json application/json)
#     end
#
# Basically the same, but using a Regexp:
#
#     def content_type_blacklist
#       [/(text|application)\/json/]
#     end
#
"
CarrierWave::Uploader::ContentTypeBlacklist,check_content_type_blacklist!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",nil,"      def check_content_type_blacklist!(new_file)
        content_type = new_file.content_type
        if content_type_blacklist && blacklisted_content_type?(content_type)
          raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.content_type_blacklist_error"", content_type: content_type)
        end
      end
",""
CarrierWave::Uploader::ContentTypeBlacklist,blacklisted_content_type?,content_type,"content_type => String
",(false or true),"      def blacklisted_content_type?(content_type)
        Array(content_type_blacklist).any? { |item| content_type =~ /#{item}/ }
      end
",""
CarrierWave::Uploader::ExtensionWhitelist,extension_whitelist,"","",nil,"      def extension_whitelist; end
","##
# Override this method in your uploader to provide a white list of extensions which
# are allowed to be uploaded. Compares the file's extension case insensitive.
# Furthermore, not only strings but Regexp are allowed as well.
#
# When using a Regexp in the white list, `\A` and `\z` are automatically added to
# the Regexp expression, also case insensitive.
#
# === Returns
#
# [NilClass, String, Regexp, Array[String, Regexp]] a white list of extensions which are allowed to be uploaded
#
# === Examples
#
#     def extension_whitelist
#       %w(jpg jpeg gif png)
#     end
#
# Basically the same, but using a Regexp:
#
#     def extension_whitelist
#       [/jpe?g/, 'gif', 'png']
#     end
#
"
CarrierWave::Uploader::ExtensionWhitelist,check_extension_whitelist!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",nil,"      def check_extension_whitelist!(new_file)
        extension = new_file.extension.to_s
        if extension_whitelist && !whitelisted_extension?(extension)
          raise CarrierWave::IntegrityError, I18n.translate(:""errors.messages.extension_whitelist_error"", extension: new_file.extension.inspect, allowed_types: Array(extension_whitelist).join("", ""))
        end
      end
",""
CarrierWave::Uploader::ExtensionWhitelist,whitelisted_extension?,extension,"extension => String
",(false or true),"      def whitelisted_extension?(extension)
        downcase_extension = extension.downcase
        Array(extension_whitelist).any? { |item| downcase_extension =~ /\A#{item}\z/i }
      end
",""
CarrierWave::Utilities::Uri,encode_path,path,"path => String
",String,"      def encode_path(path)
        path.to_s.gsub(UNSAFE) do
          us = $&
          tmp = ''
          us.each_byte do |uc|
            tmp << sprintf('%%%02X', uc)
          end
          tmp
        end
      end
",""
CarrierWave::Validations::ActiveModel::HelperMethods,validates_integrity_of,attr_names,"attr_names => Array<RDL::Type::NominalType>
",Array<Class>,"        def validates_integrity_of(*attr_names)
          validates_with IntegrityValidator, _merge_attributes(attr_names)
        end
","##
# Makes the record invalid if the file couldn't be uploaded due to an integrity error
#
# Accepts the usual parameters for validations in Rails (:if, :unless, etc...)
#
"
CarrierWave::Validations::ActiveModel::HelperMethods,validates_processing_of,attr_names,"attr_names => Array<RDL::Type::NominalType>
",Array<Class>,"        def validates_processing_of(*attr_names)
          validates_with ProcessingValidator, _merge_attributes(attr_names)
        end
","##
# Makes the record invalid if the file couldn't be processed (assuming the process failed
# with a CarrierWave::ProcessingError)
#
# Accepts the usual parameters for validations in Rails (:if, :unless, etc...)
#
"
CarrierWave::Validations::ActiveModel::HelperMethods,validates_download_of,attr_names,"attr_names => Array<RDL::Type::NominalType>
",Array<Class>,"        def validates_download_of(*attr_names)
          validates_with DownloadValidator, _merge_attributes(attr_names)
        end
","#
##
# Makes the record invalid if the remote file couldn't be downloaded
#
# Accepts the usual parameters for validations in Rails (:if, :unless, etc...)
#
"
